iyear,property,country,attacktype1,targtype1,weaptype1
1983,0,65,6,12,13
1983,1,61,2,4,5
1983,1,61,2,14,5
1983,1,61,2,4,5
1983,1,83,2,4,5
1983,1,83,2,4,5
1983,1,145,2,4,5
1983,1,59,3,14,6
1983,0,111,1,2,6
1983,0,185,1,3,5
1983,0,185,1,3,5
1983,0,45,1,2,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,603,7,1,8
1983,1,45,3,2,6
1983,1,110,3,15,6
1983,1,110,3,14,6
1983,1,66,3,11,6
1983,0,155,1,4,5
1983,0,185,1,3,5
1983,1,45,2,14,5
1983,1,603,7,1,8
1983,1,183,3,15,6
1983,1,603,3,3,6
1983,1,183,3,14,6
1983,1,159,3,16,6
1983,1,159,3,1,6
1983,1,159,3,1,6
1983,1,159,3,4,6
1983,1,159,3,14,6
1983,1,110,3,14,6
1983,1,127,3,2,6
1983,0,96,6,1,13
1983,0,145,6,8,13
1983,0,145,6,8,13
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,362,3,4,6
1983,1,43,2,19,8
1983,1,43,2,19,8
1983,1,43,2,19,8
1983,1,43,2,19,8
1983,1,43,2,19,8
1983,1,61,3,2,6
1983,1,61,3,1,6
1983,0,83,1,2,5
1983,1,11,9,4,13
1983,1,159,2,14,13
1983,0,217,1,15,8
1983,0,217,1,15,13
1983,1,61,3,21,6
1983,1,98,3,19,6
1983,1,43,2,19,8
1983,1,45,2,4,5
1983,1,61,2,4,5
1983,1,61,3,19,6
1983,1,43,3,16,6
1983,1,217,7,15,8
1983,1,217,7,15,8
1983,1,94,3,7,6
1983,0,186,1,1,5
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,2,4,5
1983,1,145,2,19,5
1983,1,11,3,10,6
1983,0,110,3,6,6
1983,0,45,9,14,13
1983,1,45,2,4,5
1983,1,59,9,14,13
1983,1,145,3,19,6
1983,1,207,3,15,6
1983,1,61,9,14,13
1983,1,45,2,14,5
1983,1,69,3,14,6
1983,1,185,3,14,6
1983,1,43,3,10,6
1983,1,603,2,3,5
1983,1,153,3,3,6
1983,0,186,1,22,5
1983,1,69,7,10,8
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,45,6,14,13
1983,0,92,1,3,5
1983,0,69,1,7,6
1983,1,43,2,19,9
1983,1,69,7,15,8
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,30,3,15,6
1983,1,217,7,15,8
1983,1,26,3,2,6
1983,1,94,3,7,6
1983,1,45,2,3,5
1983,0,94,1,6,5
1983,1,45,2,4,5
1983,1,83,2,4,5
1983,1,83,2,4,5
1983,1,217,3,4,6
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,83,2,4,5
1983,0,185,3,1,6
1983,1,45,2,3,5
1983,1,61,2,14,5
1983,1,145,2,4,5
1983,1,145,3,19,6
1983,1,110,3,2,6
1983,1,185,3,3,6
1983,1,603,3,1,6
1983,1,61,3,19,6
1983,0,61,6,2,13
1983,0,61,6,2,13
1983,0,78,1,17,5
1983,1,183,3,21,6
1983,1,43,3,19,6
1983,0,160,1,2,5
1983,0,159,1,3,5
1983,1,61,2,4,5
1983,1,83,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,217,3,4,6
1983,1,61,3,4,6
1983,0,45,6,1,13
1983,0,45,1,2,5
1983,1,61,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,3,19,6
1983,0,45,1,14,5
1983,0,88,1,2,5
1983,0,603,1,3,5
1983,0,45,1,3,5
1983,1,88,3,14,6
1983,0,11,6,10,13
1983,0,159,1,8,5
1983,0,159,1,1,5
1983,0,159,1,8,5
1983,1,83,3,3,6
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,603,1,14,5
1983,1,61,3,1,6
1983,1,110,3,6,6
1983,0,83,1,3,6
1983,1,61,2,3,5
1983,1,145,2,4,5
1983,1,145,2,14,5
1983,1,88,3,1,6
1983,1,362,3,7,6
1983,1,183,3,2,13
1983,1,61,3,21,6
1983,1,61,3,21,6
1983,1,61,3,21,6
1983,0,61,1,2,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,183,3,7,6
1983,1,69,3,2,6
1983,1,69,3,2,6
1983,1,159,2,3,5
1983,0,69,4,6,5
1983,1,217,7,7,8
1983,1,61,3,21,6
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,88,2,4,5
1983,1,145,2,4,5
1983,1,603,3,3,6
1983,1,159,7,21,5
1983,1,43,3,19,6
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,65,9,3,13
1983,1,88,3,1,6
1983,0,61,6,2,13
1983,0,45,1,14,13
1983,0,43,1,2,5
1983,1,110,9,4,13
1983,1,603,3,1,6
1983,1,603,3,1,6
1983,1,603,3,1,6
1983,0,45,1,14,5
1983,0,45,1,3,5
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,2,1,5
1983,1,159,7,7,8
1983,1,183,3,2,6
1983,1,83,3,16,6
1983,0,61,6,14,13
1983,1,8,3,2,6
1983,1,43,7,1,8
1983,1,43,7,1,8
1983,1,43,7,1,8
1983,0,45,6,8,13
1983,0,159,1,2,5
1983,0,159,1,2,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,2,14,5
1983,1,159,7,2,8
1983,0,45,1,14,5
1983,0,159,1,14,5
1983,1,45,5,10,5
1983,1,88,2,4,5
1983,1,145,2,4,5
1983,1,603,7,1,8
1983,0,603,7,1,8
1983,0,603,7,1,8
1983,1,603,7,1,8
1983,1,159,3,14,6
1983,1,61,2,14,5
1983,1,145,2,4,5
1983,1,145,3,21,6
1983,1,145,2,14,5
1983,1,159,9,19,13
1983,1,159,9,19,13
1983,1,159,9,14,13
1983,1,61,3,16,6
1983,1,61,3,19,6
1983,1,61,3,19,6
1983,1,61,3,19,6
1983,0,83,2,14,5
1983,0,159,1,14,5
1983,0,159,1,2,6
1983,1,61,7,1,8
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,603,2,3,5
1983,1,603,3,14,6
1983,1,159,2,4,5
1983,0,159,9,4,13
1983,1,43,3,19,6
1983,1,61,1,14,6
1983,1,61,3,1,6
1983,1,61,3,15,6
1983,1,61,3,8,6
1983,1,88,3,3,6
1983,0,185,1,1,5
1983,0,185,1,14,5
1983,1,45,2,14,5
1983,1,61,9,21,13
1983,1,61,9,21,13
1983,1,61,9,21,13
1983,1,88,3,6,6
1983,1,88,3,1,6
1983,1,110,3,10,6
1983,0,88,6,14,13
1983,0,94,1,7,6
1983,0,603,1,3,5
1983,0,159,1,1,5
1983,1,83,9,4,13
1983,1,159,1,2,8
1983,1,61,3,19,6
1983,1,61,3,19,6
1983,0,88,3,1,6
1983,1,61,2,4,5
1983,1,145,3,21,6
1983,1,183,3,21,6
1983,1,83,2,4,5
1983,1,43,3,21,6
1983,1,43,3,21,6
1983,0,45,6,14,13
1983,0,45,1,14,13
1983,0,83,6,2,13
1983,1,61,9,14,13
1983,1,88,2,4,5
1983,1,603,2,3,5
1983,1,61,3,21,6
1983,1,183,3,21,6
1983,1,88,3,6,6
1983,0,45,6,1,13
1983,0,185,6,1,13
1983,0,45,1,3,5
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,7,2,5
1983,1,603,2,3,5
1983,1,217,9,1,13
1983,1,205,3,6,6
1983,1,11,3,2,6
1983,1,11,3,2,6
1983,1,30,3,10,6
1983,1,30,1,2,6
1983,1,61,7,1,8
1983,0,61,6,20,13
1983,0,45,1,1,5
1983,0,45,1,1,5
1983,0,45,1,2,5
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,2,4,5
1983,1,61,2,14,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,2,5
1983,1,61,3,1,6
1983,1,61,3,1,6
1983,1,61,3,16,6
1983,1,185,3,3,6
1983,1,183,3,1,6
1983,1,153,3,14,6
1983,1,83,3,4,6
1983,1,61,2,4,5
1983,1,145,2,4,5
1983,1,83,3,4,6
1983,1,30,7,7,8
1983,1,159,2,4,5
1983,1,26,3,14,6
1983,1,30,1,2,8
1983,1,43,3,3,6
1983,1,43,3,3,6
1983,1,43,3,10,6
1983,0,83,3,4,6
1983,0,159,1,2,5
1983,1,45,7,14,13
1983,1,61,2,14,5
1983,1,61,2,14,5
1983,1,145,2,1,5
1983,1,145,3,4,5
1983,1,159,2,14,5
1983,0,30,3,2,6
1983,1,61,2,14,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,3,14,6
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,603,7,1,8
1983,1,603,7,2,8
1983,1,159,3,1,6
1983,0,45,6,10,13
1983,0,159,1,3,5
1983,1,61,2,4,5
1983,1,88,2,4,5
1983,1,88,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,3,4,6
1983,1,222,2,4,5
1983,1,43,3,21,6
1983,1,159,2,3,5
1983,1,362,3,1,6
1983,0,603,1,14,6
1983,0,45,1,10,5
1983,0,61,6,2,13
1983,1,603,7,1,8
1983,1,159,2,14,5
1983,1,185,3,14,6
1983,1,92,3,15,6
1983,0,92,1,3,5
1983,0,217,1,10,5
1983,1,92,9,1,13
1983,1,92,9,1,13
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,603,3,4,6
1983,1,603,3,1,6
1983,1,603,3,1,6
1983,1,603,3,1,6
1983,1,30,3,16,6
1983,1,184,3,7,6
1983,1,83,3,4,6
1983,1,83,3,4,6
1983,0,88,6,8,13
1983,0,159,1,2,5
1983,1,83,3,3,6
1983,1,145,2,4,5
1983,1,61,3,10,6
1983,1,159,9,20,13
1983,1,26,3,10,6
1983,1,43,3,1,6
1983,1,61,3,10,6
1983,0,92,1,14,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,83,2,4,5
1983,1,215,3,6,6
1983,1,83,3,3,6
1983,1,83,2,3,5
1983,1,83,2,4,5
1983,1,199,3,21,6
1983,1,88,3,14,6
1983,0,88,6,2,13
1983,1,159,2,3,5
1983,1,160,3,2,6
1983,0,92,1,3,5
1983,1,88,2,4,5
1983,1,145,2,2,5
1983,0,145,3,19,6
1983,1,222,9,3,13
1983,1,222,2,4,5
1983,0,45,1,3,5
1983,0,45,1,3,5
1983,0,145,3,19,6
1983,1,159,2,3,5
1983,1,159,2,4,5
1983,0,45,1,3,5
1983,0,45,1,10,5
1983,0,45,1,2,5
1983,1,61,2,14,5
1983,1,145,2,2,5
1983,1,83,3,16,6
1983,0,83,3,19,6
1983,1,603,3,1,6
1983,1,603,3,1,6
1983,1,603,7,1,8
1983,1,603,3,2,6
1983,1,603,3,1,6
1983,1,603,7,1,8
1983,1,160,2,4,5
1983,1,183,3,21,6
1983,1,43,3,21,6
1983,1,69,3,14,6
1983,0,49,2,7,5
1983,1,159,3,19,6
1983,1,83,3,19,6
1983,0,83,1,2,13
1983,0,83,1,2,13
1983,1,102,3,4,6
1983,1,69,3,14,6
1983,1,88,2,4,5
1983,1,603,7,1,8
1983,1,603,7,1,8
1983,1,603,7,1,8
1983,1,603,3,3,6
1983,0,159,1,3,5
1983,1,49,2,7,5
1983,1,61,2,4,5
1983,1,159,2,4,5
1983,0,185,1,3,5
1983,1,83,2,4,5
1983,1,603,7,1,8
1983,0,603,7,14,8
1983,1,159,2,3,5
1983,1,61,3,21,6
1983,1,61,3,21,6
1983,1,61,2,14,5
1983,1,61,2,14,5
1983,1,61,2,14,5
1983,1,83,2,3,5
1983,1,145,2,4,5
1983,1,603,2,4,5
1983,1,603,2,4,5
1983,1,43,3,19,6
1983,1,139,3,1,6
1983,0,110,1,17,6
1983,1,61,2,4,5
1983,1,145,2,2,5
1983,1,145,3,21,5
1983,0,185,6,4,13
1983,1,145,3,21,6
1983,1,145,3,21,6
1983,1,45,2,19,8
1983,0,45,5,10,5
1983,0,45,5,10,5
1983,1,61,2,4,5
1983,1,603,2,3,5
1983,1,603,3,14,6
1983,1,94,9,7,13
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,83,3,14,6
1983,0,45,1,3,5
1983,1,45,9,4,13
1983,1,145,3,4,6
1983,1,145,3,4,6
1983,1,145,2,4,5
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,1,69,3,1,6
1983,0,159,1,14,5
1983,1,159,2,14,5
1983,1,138,3,15,6
1983,1,61,2,14,5
1983,1,145,3,4,6
1983,1,145,2,4,5
1983,1,603,3,3,5
1983,0,83,6,10,13
1983,1,159,2,3,5
1983,1,183,3,1,13
1983,1,183,3,1,13
1983,1,183,3,1,13
1983,1,43,3,19,6
1983,1,43,3,21,6
1983,0,45,1,3,5
1983,0,603,1,14,13
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,8,5
1983,0,159,1,2,13
1983,0,185,1,14,5
1983,1,145,3,1,5
1983,1,603,2,3,5
1983,1,26,3,1,6
1983,1,26,3,10,6
1983,1,26,3,12,6
1983,1,145,2,4,5
1983,1,183,3,21,6
1983,1,183,3,3,6
1983,1,162,3,2,6
1983,1,43,7,2,8
1983,0,159,1,3,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,7,21,5
1983,1,217,3,1,6
1983,1,61,3,19,6
1983,1,92,3,1,6
1983,1,92,3,1,6
1983,0,185,1,3,5
1983,0,43,1,3,5
1983,1,61,2,4,5
1983,0,102,3,3,6
1983,1,159,3,21,6
1983,1,92,3,19,6
1983,0,45,6,14,13
1983,0,92,1,3,5
1983,0,185,1,3,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,145,3,21,6
1983,0,45,3,7,6
1983,1,183,3,21,6
1983,1,159,3,9,13
1983,1,159,3,19,6
1983,1,45,3,14,6
1983,1,92,3,14,6
1983,0,61,1,4,5
1983,0,159,1,2,5
1983,0,159,1,14,5
1983,1,61,2,14,5
1983,1,83,2,4,5
1983,1,83,2,4,5
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,1,159,9,3,13
1983,1,159,9,3,13
1983,1,159,9,3,13
1983,1,159,9,3,13
1983,1,159,9,1,13
1983,1,159,3,3,6
1983,1,603,3,4,6
1983,1,159,3,2,6
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,1,159,3,9,6
1983,1,159,3,1,6
1983,0,83,6,2,13
1983,0,83,6,2,13
1983,0,159,1,4,5
1983,0,159,1,14,5
1983,1,61,2,14,5
1983,1,61,2,14,5
1983,1,185,3,3,6
1983,1,159,9,3,13
1983,1,159,2,4,5
1983,1,159,2,3,5
1983,1,159,2,3,5
1983,1,159,2,3,5
1983,1,159,2,3,5
1983,1,159,2,3,5
1983,0,92,3,3,6
1983,0,92,3,3,6
1983,1,92,3,19,6
1983,0,92,1,14,5
1983,1,61,2,4,5
1983,1,145,2,4,5
1983,1,185,3,3,6
1983,1,43,7,8,8
1983,1,43,7,14,8
1983,1,61,3,19,6
1983,0,88,3,7,6
1983,0,138,6,1,13
1983,0,83,6,12,13
1983,1,217,5,1,13
1983,0,83,1,2,5
1983,0,159,1,2,13
1983,1,61,2,4,5
1983,1,145,2,14,5
1983,1,110,3,4,6
1983,0,159,1,2,13
1983,0,159,1,8,13
1983,0,159,1,3,13
1983,1,159,3,14,5
1983,1,159,3,14,6
1983,1,11,3,5,6
1983,0,138,3,1,6
1983,1,43,7,2,8
1983,1,145,2,11,5
1983,1,159,3,14,6
1983,1,159,3,15,6
1983,1,159,3,3,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,45,3,21,6
1983,1,159,3,2,6
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,1,159,3,1,6
1983,1,159,3,3,6
1983,1,159,3,1,6
1983,1,185,3,14,6
1983,1,110,3,4,6
1983,1,110,3,4,6
1983,1,145,2,21,5
1983,1,185,3,4,6
1983,1,159,2,3,5
1983,1,185,3,3,6
1983,0,603,1,4,5
1983,1,603,3,4,6
1983,1,153,3,14,6
1983,0,92,1,7,5
1983,1,61,9,4,13
1983,1,61,9,4,13
1983,1,145,2,4,5
1983,1,145,2,14,5
1983,1,26,3,7,6
1983,0,130,1,2,6
1983,0,185,1,1,5
1983,0,98,1,7,5
1983,1,69,7,1,8
1983,1,145,2,4,5
1983,1,145,2,14,5
1983,0,96,1,17,5
1983,1,43,3,19,6
1983,1,43,2,19,8
1983,1,159,2,3,5
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,1,43,3,19,6
1983,0,183,1,2,6
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,603,1,3,5
1983,1,217,7,1,5
1983,1,43,3,7,6
1983,1,110,3,7,5
1983,1,145,2,4,5
1983,1,159,3,3,6
1983,0,603,1,14,5
1983,1,159,3,1,6
1983,1,185,3,4,6
1983,1,61,2,14,5
1983,1,61,3,21,6
1983,1,61,2,4,5
1983,1,61,3,19,6
1983,1,26,3,2,6
1983,1,159,2,3,5
1983,1,217,3,2,6
1983,1,159,3,10,6
1983,1,159,3,14,6
1983,1,159,3,1,6
1983,1,26,3,10,13
1983,1,45,3,7,6
1983,0,45,6,14,13
1983,0,159,1,2,13
1983,1,159,3,3,6
1983,0,45,6,1,13
1983,0,83,6,4,13
1983,0,83,6,4,13
1983,0,83,6,2,13
1983,0,83,6,2,13
1983,1,45,3,4,6
1983,0,101,3,4,6
1983,1,127,3,1,6
1983,0,45,1,14,13
1983,0,45,1,14,13
1983,0,160,1,2,5
1983,1,45,9,4,13
1983,1,61,2,14,5
1983,1,101,7,1,13
1983,1,603,3,8,6
1983,1,603,3,1,6
1983,1,183,3,19,6
1983,1,183,3,19,6
1983,1,183,3,19,6
1983,1,183,3,3,6
1983,0,160,3,7,6
1983,0,69,5,1,9
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,183,3,3,6
1983,1,217,3,21,6
1983,1,159,3,19,6
1983,1,159,3,10,6
1983,0,222,1,14,5
1983,1,183,3,19,6
1983,1,183,3,19,6
1983,1,183,3,19,6
1983,1,183,3,19,6
1983,1,110,3,4,6
1983,1,83,1,7,5
1983,1,45,3,2,6
1983,1,110,3,10,6
1983,0,45,6,1,13
1983,0,185,1,14,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,2,14,5
1983,0,603,1,3,5
1983,1,83,3,14,6
1983,1,88,3,14,6
1983,0,43,1,3,5
1983,1,145,2,4,5
1983,1,159,5,10,5
1983,1,159,5,10,5
1983,1,217,3,2,6
1983,1,92,3,19,6
1983,0,110,3,7,6
1983,0,83,1,15,5
1983,0,110,1,4,5
1983,0,78,1,7,5
1983,1,69,8,6,9
1983,1,92,9,6,13
1983,0,185,6,1,13
1983,0,159,6,1,13
1983,0,159,1,2,5
1983,0,43,1,2,5
1983,1,101,7,3,8
1983,0,603,1,14,5
1983,1,83,3,14,6
1983,0,185,1,1,5
1983,1,145,2,4,5
1983,0,102,3,14,6
1983,1,159,2,4,5
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,1,159,3,21,6
1983,0,159,3,7,6
1983,1,159,3,7,6
1983,0,159,1,2,5
1983,0,159,2,14,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,102,3,14,6
1983,1,159,9,2,13
1983,1,159,2,3,5
1983,1,159,2,4,5
1983,1,159,9,1,13
1983,1,159,9,1,13
1983,0,603,1,3,5
1983,0,147,1,2,13
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,159,9,10,13
1983,1,217,2,1,5
1983,1,159,3,1,6
1983,1,26,3,14,6
1983,1,94,3,14,6
1983,0,185,1,4,5
1983,1,45,2,4,5
1983,1,61,2,14,5
1983,1,145,2,2,5
1983,1,603,3,3,6
1983,0,102,3,14,6
1983,1,26,1,10,6
1983,1,159,9,2,13
1983,1,159,9,1,13
1983,1,159,3,2,6
1983,1,26,3,14,6
1983,1,26,3,21,6
1983,1,43,3,2,6
1983,1,43,3,2,6
1983,0,45,6,1,13
1983,0,45,1,2,5
1983,1,45,9,1,13
1983,1,45,7,1,9
1983,1,45,2,14,5
1983,1,26,3,10,6
1983,1,26,3,14,6
1983,1,159,2,14,5
1983,1,159,9,4,13
1983,1,43,3,21,6
1983,1,43,3,21,6
1983,1,81,3,1,6
1983,0,81,3,3,6
1983,0,26,6,6,13
1983,0,159,2,20,5
1983,1,81,3,10,6
1983,1,81,3,2,6
1983,1,81,3,14,6
1983,1,81,3,6,6
1983,1,159,9,3,13
1983,1,603,1,4,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,92,3,3,6
1983,0,195,6,1,13
1983,0,195,6,20,13
1983,0,45,1,1,5
1983,0,83,2,3,5
1983,0,603,1,3,5
1983,0,78,1,7,5
1983,1,26,5,10,13
1983,1,43,3,2,6
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,45,2,4,5
1983,1,61,2,4,5
1983,1,83,2,3,13
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,2,4,5
1983,1,30,3,10,6
1983,1,43,3,19,6
1983,1,43,3,3,6
1983,0,159,1,2,5
1983,1,26,3,14,6
1983,1,26,3,19,6
1983,1,43,3,19,6
1983,1,110,3,4,6
1983,0,43,1,3,13
1983,1,21,5,7,13
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,145,3,4,6
1983,1,43,7,14,8
1983,1,81,3,1,6
1983,0,83,1,4,13
1983,1,61,2,4,5
1983,1,101,7,7,13
1983,1,145,3,14,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,45,3,8,6
1983,0,92,6,19,5
1983,0,92,1,2,5
1983,1,61,2,4,5
1983,1,69,3,1,6
1983,1,185,3,1,6
1983,1,61,3,21,6
1983,1,81,3,3,6
1983,1,61,2,14,5
1983,1,61,2,4,5
1983,1,83,3,4,13
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,3,2,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,0,603,1,14,5
1983,1,83,7,2,8
1983,0,45,6,7,13
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,0,45,6,8,13
1983,1,603,7,3,8
1983,1,183,3,21,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,26,3,15,6
1983,1,26,3,14,6
1983,1,26,3,2,6
1983,0,83,6,14,13
1983,0,96,6,1,13
1983,1,159,3,14,6
1983,1,159,3,1,6
1983,1,43,3,14,6
1983,1,43,3,1,6
1983,1,43,3,19,6
1983,0,83,1,8,13
1983,1,159,2,3,5
1983,0,603,1,14,9
1983,1,185,3,1,6
1983,0,88,6,1,13
1983,1,26,3,10,6
1983,1,159,2,1,5
1983,0,147,1,2,13
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,145,3,2,6
1983,1,45,3,15,6
1983,1,45,3,15,6
1983,1,45,3,15,6
1983,1,45,3,15,6
1983,1,45,3,15,6
1983,0,92,1,2,5
1983,1,159,2,2,8
1983,0,147,1,2,5
1983,0,45,1,2,5
1983,1,43,3,19,6
1983,0,186,1,3,5
1983,1,26,7,14,5
1983,1,45,9,4,13
1983,1,110,9,7,13
1983,1,159,9,3,13
1983,1,159,9,1,13
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,1,43,3,14,6
1983,0,110,1,2,5
1983,0,603,1,3,5
1983,1,78,7,7,8
1983,1,83,3,1,6
1983,1,43,7,8,5
1983,1,83,7,21,5
1983,1,162,3,1,6
1983,1,83,2,4,5
1983,1,83,2,4,5
1983,1,145,2,4,5
1983,1,217,7,5,8
1983,0,69,6,14,13
1983,1,362,8,4,9
1983,1,110,3,14,6
1983,0,69,1,2,6
1983,0,603,1,15,5
1983,0,159,2,14,5
1983,1,159,2,3,5
1983,1,159,2,14,5
1983,1,159,2,14,13
1983,0,603,1,17,5
1983,1,162,3,20,6
1983,1,162,3,20,6
1983,1,162,3,20,6
1983,1,162,3,20,6
1983,1,97,3,19,6
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,61,2,4,5
1983,1,159,9,1,13
1983,1,159,2,4,5
1983,1,159,2,4,5
1983,1,183,3,2,6
1983,1,137,3,14,6
1983,0,45,1,14,5
1983,0,603,1,2,5
1983,1,61,2,4,5
1983,1,83,2,4,5
1983,1,183,3,19,6
1983,0,110,6,10,13
1983,1,83,3,3,6
1983,1,185,3,1,6
1983,1,185,3,1,6
1983,0,185,3,3,6
1983,0,45,1,1,5
1983,0,185,1,3,5
1983,0,185,1,1,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,9,14,13
1983,1,159,2,4,5
1983,1,159,2,4,5
1983,0,159,1,4,5
1983,1,603,3,1,6
1983,1,603,3,4,6
1983,0,159,1,20,5
1983,1,145,6,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,7,14,8
1983,1,159,7,14,8
1983,1,159,7,14,8
1983,1,159,7,14,8
1983,1,183,3,2,6
1983,1,43,3,3,6
1983,1,43,3,21,6
1983,1,43,3,21,6
1983,1,43,3,3,6
1983,1,106,3,21,6
1983,1,106,3,6,6
1983,1,106,3,14,6
1983,1,106,3,7,6
1983,0,106,3,2,6
1983,1,106,3,7,6
1983,1,106,3,2,6
1983,1,21,2,1,5
1983,1,49,2,7,5
1983,1,83,3,4,6
1983,1,159,2,14,5
1983,0,603,1,14,5
1983,1,183,3,2,6
1983,1,162,3,1,6
1983,1,217,3,4,6
1983,1,43,3,21,6
1983,1,43,3,21,6
1983,1,43,3,14,6
1983,1,43,3,14,6
1983,1,43,3,14,6
1983,1,43,3,14,6
1983,1,83,3,4,6
1983,1,603,3,1,6
1983,1,43,2,19,8
1983,1,43,3,1,6
1983,1,45,2,4,5
1983,1,83,3,4,6
1983,1,183,3,2,6
1983,1,183,3,14,6
1983,1,217,3,1,6
1983,1,43,3,6,6
1983,1,43,3,6,6
1983,0,185,6,1,13
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,2,4,5
1983,1,159,2,4,5
1983,1,159,6,4,5
1983,1,185,2,3,5
1983,1,183,3,2,6
1983,1,183,3,2,6
1983,1,183,3,4,6
1983,1,185,3,4,6
1983,1,145,2,4,5
1983,0,96,2,3,5
1983,1,603,3,1,6
1983,1,45,3,15,6
1983,1,145,2,4,5
1983,1,145,2,4,5
1983,1,159,9,14,13
1983,1,159,9,14,13
1983,0,603,1,4,5
1983,1,209,3,4,6
1983,0,45,1,14,5
1983,0,45,1,2,6
1983,1,183,3,2,6
